aligner,analysisDate,biosampleId,id,individualId,info,pipelineName,pipelineRef,runId,variantCaller
bwa-0.5.9,2015-09-30,HG01849,UK1_analysisId_649,HG01849,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000649,GATK4.0
bwa-0.5.9,2015-09-30,HG01850,UK1_analysisId_650,HG01850,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000650,GATK4.0
bwa-0.5.9,2015-09-30,HG01851,UK1_analysisId_651,HG01851,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000651,GATK4.0
bwa-0.5.9,2015-09-30,HG01852,UK1_analysisId_652,HG01852,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000652,GATK4.0
bwa-0.5.9,2015-09-30,HG01853,UK1_analysisId_653,HG01853,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000653,GATK4.0
bwa-0.5.9,2015-09-30,HG01855,UK1_analysisId_654,HG01855,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000654,GATK4.0
bwa-0.5.9,2015-09-30,HG01857,UK1_analysisId_655,HG01857,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000655,GATK4.0
bwa-0.5.9,2015-09-30,HG01858,UK1_analysisId_656,HG01858,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000656,GATK4.0
bwa-0.5.9,2015-09-30,HG01859,UK1_analysisId_657,HG01859,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000657,GATK4.0
bwa-0.5.9,2015-09-30,HG01860,UK1_analysisId_658,HG01860,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000658,GATK4.0
bwa-0.5.9,2015-09-30,HG01861,UK1_analysisId_659,HG01861,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000659,GATK4.0
bwa-0.5.9,2015-09-30,HG01862,UK1_analysisId_660,HG01862,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000660,GATK4.0
bwa-0.5.9,2015-09-30,HG01863,UK1_analysisId_661,HG01863,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000661,GATK4.0
bwa-0.5.9,2015-09-30,HG01864,UK1_analysisId_662,HG01864,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000662,GATK4.0
bwa-0.5.9,2015-09-30,HG01865,UK1_analysisId_663,HG01865,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000663,GATK4.0
bwa-0.5.9,2015-09-30,HG01866,UK1_analysisId_664,HG01866,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000664,GATK4.0
bwa-0.5.9,2015-09-30,HG01867,UK1_analysisId_665,HG01867,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000665,GATK4.0
bwa-0.5.9,2015-09-30,HG01868,UK1_analysisId_666,HG01868,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000666,GATK4.0
bwa-0.5.9,2015-09-30,HG01869,UK1_analysisId_667,HG01869,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000667,GATK4.0
bwa-0.5.9,2015-09-30,HG01870,UK1_analysisId_668,HG01870,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000668,GATK4.0
bwa-0.5.9,2015-09-30,HG01871,UK1_analysisId_669,HG01871,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000669,GATK4.0
bwa-0.5.9,2015-09-30,HG01872,UK1_analysisId_670,HG01872,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000670,GATK4.0
bwa-0.5.9,2015-09-30,HG01873,UK1_analysisId_671,HG01873,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000671,GATK4.0
bwa-0.5.9,2015-09-30,HG01874,UK1_analysisId_672,HG01874,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000672,GATK4.0
bwa-0.5.9,2015-09-30,HG01878,UK1_analysisId_673,HG01878,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000673,GATK4.0
bwa-0.5.9,2015-09-30,HG01879,UK1_analysisId_674,HG01879,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000674,GATK4.0
bwa-0.5.9,2015-09-30,HG01880,UK1_analysisId_675,HG01880,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000675,GATK4.0
bwa-0.5.9,2015-09-30,HG01882,UK1_analysisId_676,HG01882,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000676,GATK4.0
bwa-0.5.9,2015-09-30,HG01883,UK1_analysisId_677,HG01883,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000677,GATK4.0
bwa-0.5.9,2015-09-30,HG01885,UK1_analysisId_678,HG01885,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000678,GATK4.0
bwa-0.5.9,2015-09-30,HG01886,UK1_analysisId_679,HG01886,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000679,GATK4.0
bwa-0.5.9,2015-09-30,HG01889,UK1_analysisId_680,HG01889,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000680,GATK4.0
bwa-0.5.9,2015-09-30,HG01890,UK1_analysisId_681,HG01890,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000681,GATK4.0
bwa-0.5.9,2015-09-30,HG01892,UK1_analysisId_682,HG01892,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000682,GATK4.0
bwa-0.5.9,2015-09-30,HG01893,UK1_analysisId_683,HG01893,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000683,GATK4.0
bwa-0.5.9,2015-09-30,HG01894,UK1_analysisId_684,HG01894,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000684,GATK4.0
bwa-0.5.9,2015-09-30,HG01896,UK1_analysisId_685,HG01896,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000685,GATK4.0
bwa-0.5.9,2015-09-30,HG01912,UK1_analysisId_686,HG01912,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000686,GATK4.0
bwa-0.5.9,2015-09-30,HG01914,UK1_analysisId_687,HG01914,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000687,GATK4.0
bwa-0.5.9,2015-09-30,HG01915,UK1_analysisId_688,HG01915,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000688,GATK4.0
bwa-0.5.9,2015-09-30,HG01917,UK1_analysisId_689,HG01917,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000689,GATK4.0
bwa-0.5.9,2015-09-30,HG01918,UK1_analysisId_690,HG01918,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000690,GATK4.0
bwa-0.5.9,2015-09-30,HG01920,UK1_analysisId_691,HG01920,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000691,GATK4.0
bwa-0.5.9,2015-09-30,HG01921,UK1_analysisId_692,HG01921,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000692,GATK4.0
bwa-0.5.9,2015-09-30,HG01923,UK1_analysisId_693,HG01923,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000693,GATK4.0
bwa-0.5.9,2015-09-30,HG01924,UK1_analysisId_694,HG01924,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000694,GATK4.0
bwa-0.5.9,2015-09-30,HG01926,UK1_analysisId_695,HG01926,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000695,GATK4.0
bwa-0.5.9,2015-09-30,HG01927,UK1_analysisId_696,HG01927,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000696,GATK4.0
bwa-0.5.9,2015-09-30,HG01932,UK1_analysisId_697,HG01932,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000697,GATK4.0
bwa-0.5.9,2015-09-30,HG01933,UK1_analysisId_698,HG01933,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000698,GATK4.0
bwa-0.5.9,2015-09-30,HG01935,UK1_analysisId_699,HG01935,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000699,GATK4.0
bwa-0.5.9,2015-09-30,HG01936,UK1_analysisId_700,HG01936,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000700,GATK4.0
bwa-0.5.9,2015-09-30,HG01938,UK1_analysisId_701,HG01938,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000701,GATK4.0
bwa-0.5.9,2015-09-30,HG01939,UK1_analysisId_702,HG01939,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000702,GATK4.0
bwa-0.5.9,2015-09-30,HG01941,UK1_analysisId_703,HG01941,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000703,GATK4.0
bwa-0.5.9,2015-09-30,HG01942,UK1_analysisId_704,HG01942,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000704,GATK4.0
bwa-0.5.9,2015-09-30,HG01944,UK1_analysisId_705,HG01944,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000705,GATK4.0
bwa-0.5.9,2015-09-30,HG01945,UK1_analysisId_706,HG01945,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000706,GATK4.0
bwa-0.5.9,2015-09-30,HG01947,UK1_analysisId_707,HG01947,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000707,GATK4.0
bwa-0.5.9,2015-09-30,HG01948,UK1_analysisId_708,HG01948,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000708,GATK4.0
bwa-0.5.9,2015-09-30,HG01950,UK1_analysisId_709,HG01950,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000709,GATK4.0
bwa-0.5.9,2015-09-30,HG01951,UK1_analysisId_710,HG01951,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000710,GATK4.0
bwa-0.5.9,2015-09-30,HG01953,UK1_analysisId_711,HG01953,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000711,GATK4.0
bwa-0.5.9,2015-09-30,HG01954,UK1_analysisId_712,HG01954,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000712,GATK4.0
bwa-0.5.9,2015-09-30,HG01956,UK1_analysisId_713,HG01956,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000713,GATK4.0
bwa-0.5.9,2015-09-30,HG01958,UK1_analysisId_714,HG01958,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000714,GATK4.0
bwa-0.5.9,2015-09-30,HG01961,UK1_analysisId_715,HG01961,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000715,GATK4.0
bwa-0.5.9,2015-09-30,HG01965,UK1_analysisId_716,HG01965,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000716,GATK4.0
bwa-0.5.9,2015-09-30,HG01967,UK1_analysisId_717,HG01967,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000717,GATK4.0
bwa-0.5.9,2015-09-30,HG01968,UK1_analysisId_718,HG01968,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000718,GATK4.0
bwa-0.5.9,2015-09-30,HG01970,UK1_analysisId_719,HG01970,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000719,GATK4.0
bwa-0.5.9,2015-09-30,HG01971,UK1_analysisId_720,HG01971,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000720,GATK4.0
bwa-0.5.9,2015-09-30,HG01973,UK1_analysisId_721,HG01973,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000721,GATK4.0
bwa-0.5.9,2015-09-30,HG01974,UK1_analysisId_722,HG01974,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000722,GATK4.0
bwa-0.5.9,2015-09-30,HG01976,UK1_analysisId_723,HG01976,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000723,GATK4.0
bwa-0.5.9,2015-09-30,HG01977,UK1_analysisId_724,HG01977,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000724,GATK4.0
bwa-0.5.9,2015-09-30,HG01979,UK1_analysisId_725,HG01979,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000725,GATK4.0
bwa-0.5.9,2015-09-30,HG01980,UK1_analysisId_726,HG01980,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000726,GATK4.0
bwa-0.5.9,2015-09-30,HG01982,UK1_analysisId_727,HG01982,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000727,GATK4.0
bwa-0.5.9,2015-09-30,HG01985,UK1_analysisId_728,HG01985,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000728,GATK4.0
bwa-0.5.9,2015-09-30,HG01986,UK1_analysisId_729,HG01986,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000729,GATK4.0
bwa-0.5.9,2015-09-30,HG01988,UK1_analysisId_730,HG01988,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000730,GATK4.0
bwa-0.5.9,2015-09-30,HG01989,UK1_analysisId_731,HG01989,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000731,GATK4.0
bwa-0.5.9,2015-09-30,HG01990,UK1_analysisId_732,HG01990,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000732,GATK4.0
bwa-0.5.9,2015-09-30,HG01991,UK1_analysisId_733,HG01991,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000733,GATK4.0
bwa-0.5.9,2015-09-30,HG01992,UK1_analysisId_734,HG01992,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000734,GATK4.0
bwa-0.5.9,2015-09-30,HG01997,UK1_analysisId_735,HG01997,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000735,GATK4.0
bwa-0.5.9,2015-09-30,HG02002,UK1_analysisId_736,HG02002,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000736,GATK4.0
bwa-0.5.9,2015-09-30,HG02003,UK1_analysisId_737,HG02003,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000737,GATK4.0
bwa-0.5.9,2015-09-30,HG02006,UK1_analysisId_738,HG02006,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000738,GATK4.0
bwa-0.5.9,2015-09-30,HG02008,UK1_analysisId_739,HG02008,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000739,GATK4.0
bwa-0.5.9,2015-09-30,HG02009,UK1_analysisId_740,HG02009,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000740,GATK4.0
bwa-0.5.9,2015-09-30,HG02010,UK1_analysisId_741,HG02010,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000741,GATK4.0
bwa-0.5.9,2015-09-30,HG02012,UK1_analysisId_742,HG02012,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000742,GATK4.0
bwa-0.5.9,2015-09-30,HG02013,UK1_analysisId_743,HG02013,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000743,GATK4.0
bwa-0.5.9,2015-09-30,HG02014,UK1_analysisId_744,HG02014,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000744,GATK4.0
bwa-0.5.9,2015-09-30,HG02016,UK1_analysisId_745,HG02016,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000745,GATK4.0
bwa-0.5.9,2015-09-30,HG02017,UK1_analysisId_746,HG02017,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000746,GATK4.0
bwa-0.5.9,2015-09-30,HG02019,UK1_analysisId_747,HG02019,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000747,GATK4.0
bwa-0.5.9,2015-09-30,HG02020,UK1_analysisId_748,HG02020,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000748,GATK4.0
bwa-0.5.9,2015-09-30,HG02023,UK1_analysisId_749,HG02023,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000749,GATK4.0
bwa-0.5.9,2015-09-30,HG02025,UK1_analysisId_750,HG02025,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000750,GATK4.0
bwa-0.5.9,2015-09-30,HG02026,UK1_analysisId_751,HG02026,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000751,GATK4.0
bwa-0.5.9,2015-09-30,HG02028,UK1_analysisId_752,HG02028,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000752,GATK4.0
bwa-0.5.9,2015-09-30,HG02029,UK1_analysisId_753,HG02029,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000753,GATK4.0
bwa-0.5.9,2015-09-30,HG02031,UK1_analysisId_754,HG02031,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000754,GATK4.0
bwa-0.5.9,2015-09-30,HG02032,UK1_analysisId_755,HG02032,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000755,GATK4.0
bwa-0.5.9,2015-09-30,HG02035,UK1_analysisId_756,HG02035,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000756,GATK4.0
bwa-0.5.9,2015-09-30,HG02040,UK1_analysisId_757,HG02040,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000757,GATK4.0
bwa-0.5.9,2015-09-30,HG02047,UK1_analysisId_758,HG02047,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000758,GATK4.0
bwa-0.5.9,2015-09-30,HG02048,UK1_analysisId_759,HG02048,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000759,GATK4.0
bwa-0.5.9,2015-09-30,HG02049,UK1_analysisId_760,HG02049,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000760,GATK4.0
bwa-0.5.9,2015-09-30,HG02050,UK1_analysisId_761,HG02050,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000761,GATK4.0
bwa-0.5.9,2015-09-30,HG02051,UK1_analysisId_762,HG02051,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000762,GATK4.0
bwa-0.5.9,2015-09-30,HG02052,UK1_analysisId_763,HG02052,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000763,GATK4.0
bwa-0.5.9,2015-09-30,HG02053,UK1_analysisId_764,HG02053,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000764,GATK4.0
bwa-0.5.9,2015-09-30,HG02054,UK1_analysisId_765,HG02054,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000765,GATK4.0
bwa-0.5.9,2015-09-30,HG02057,UK1_analysisId_766,HG02057,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000766,GATK4.0
bwa-0.5.9,2015-09-30,HG02058,UK1_analysisId_767,HG02058,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000767,GATK4.0
bwa-0.5.9,2015-09-30,HG02060,UK1_analysisId_768,HG02060,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000768,GATK4.0
bwa-0.5.9,2015-09-30,HG02061,UK1_analysisId_769,HG02061,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000769,GATK4.0
bwa-0.5.9,2015-09-30,HG02064,UK1_analysisId_770,HG02064,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000770,GATK4.0
bwa-0.5.9,2015-09-30,HG02067,UK1_analysisId_771,HG02067,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000771,GATK4.0
bwa-0.5.9,2015-09-30,HG02069,UK1_analysisId_772,HG02069,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000772,GATK4.0
bwa-0.5.9,2015-09-30,HG02070,UK1_analysisId_773,HG02070,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000773,GATK4.0
bwa-0.5.9,2015-09-30,HG02072,UK1_analysisId_774,HG02072,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000774,GATK4.0
bwa-0.5.9,2015-09-30,HG02073,UK1_analysisId_775,HG02073,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000775,GATK4.0
bwa-0.5.9,2015-09-30,HG02075,UK1_analysisId_776,HG02075,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000776,GATK4.0
bwa-0.5.9,2015-09-30,HG02076,UK1_analysisId_777,HG02076,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000777,GATK4.0
bwa-0.5.9,2015-09-30,HG02078,UK1_analysisId_778,HG02078,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000778,GATK4.0
bwa-0.5.9,2015-09-30,HG02079,UK1_analysisId_779,HG02079,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000779,GATK4.0
bwa-0.5.9,2015-09-30,HG02081,UK1_analysisId_780,HG02081,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000780,GATK4.0
bwa-0.5.9,2015-09-30,HG02082,UK1_analysisId_781,HG02082,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000781,GATK4.0
bwa-0.5.9,2015-09-30,HG02084,UK1_analysisId_782,HG02084,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000782,GATK4.0
bwa-0.5.9,2015-09-30,HG02085,UK1_analysisId_783,HG02085,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000783,GATK4.0
bwa-0.5.9,2015-09-30,HG02086,UK1_analysisId_784,HG02086,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000784,GATK4.0
bwa-0.5.9,2015-09-30,HG02087,UK1_analysisId_785,HG02087,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000785,GATK4.0
bwa-0.5.9,2015-09-30,HG02088,UK1_analysisId_786,HG02088,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000786,GATK4.0
bwa-0.5.9,2015-09-30,HG02089,UK1_analysisId_787,HG02089,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000787,GATK4.0
bwa-0.5.9,2015-09-30,HG02090,UK1_analysisId_788,HG02090,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000788,GATK4.0
bwa-0.5.9,2015-09-30,HG02095,UK1_analysisId_789,HG02095,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000789,GATK4.0
bwa-0.5.9,2015-09-30,HG02102,UK1_analysisId_790,HG02102,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000790,GATK4.0
bwa-0.5.9,2015-09-30,HG02104,UK1_analysisId_791,HG02104,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000791,GATK4.0
bwa-0.5.9,2015-09-30,HG02105,UK1_analysisId_792,HG02105,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000792,GATK4.0
bwa-0.5.9,2015-09-30,HG02107,UK1_analysisId_793,HG02107,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000793,GATK4.0
bwa-0.5.9,2015-09-30,HG02108,UK1_analysisId_794,HG02108,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000794,GATK4.0
bwa-0.5.9,2015-09-30,HG02111,UK1_analysisId_795,HG02111,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000795,GATK4.0
bwa-0.5.9,2015-09-30,HG02113,UK1_analysisId_796,HG02113,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000796,GATK4.0
bwa-0.5.9,2015-09-30,HG02116,UK1_analysisId_797,HG02116,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000797,GATK4.0
bwa-0.5.9,2015-09-30,HG02121,UK1_analysisId_798,HG02121,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000798,GATK4.0
bwa-0.5.9,2015-09-30,HG02122,UK1_analysisId_799,HG02122,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000799,GATK4.0
bwa-0.5.9,2015-09-30,HG02127,UK1_analysisId_800,HG02127,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000800,GATK4.0
bwa-0.5.9,2015-09-30,HG02128,UK1_analysisId_801,HG02128,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000801,GATK4.0
bwa-0.5.9,2015-09-30,HG02130,UK1_analysisId_802,HG02130,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000802,GATK4.0
bwa-0.5.9,2015-09-30,HG02131,UK1_analysisId_803,HG02131,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000803,GATK4.0
bwa-0.5.9,2015-09-30,HG02133,UK1_analysisId_804,HG02133,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000804,GATK4.0
bwa-0.5.9,2015-09-30,HG02134,UK1_analysisId_805,HG02134,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000805,GATK4.0
bwa-0.5.9,2015-09-30,HG02136,UK1_analysisId_806,HG02136,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000806,GATK4.0
bwa-0.5.9,2015-09-30,HG02137,UK1_analysisId_807,HG02137,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000807,GATK4.0
bwa-0.5.9,2015-09-30,HG02138,UK1_analysisId_808,HG02138,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000808,GATK4.0
bwa-0.5.9,2015-09-30,HG02139,UK1_analysisId_809,HG02139,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000809,GATK4.0
bwa-0.5.9,2015-09-30,HG02140,UK1_analysisId_810,HG02140,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000810,GATK4.0
bwa-0.5.9,2015-09-30,HG02141,UK1_analysisId_811,HG02141,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000811,GATK4.0
bwa-0.5.9,2015-09-30,HG02142,UK1_analysisId_812,HG02142,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000812,GATK4.0
bwa-0.5.9,2015-09-30,HG02143,UK1_analysisId_813,HG02143,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000813,GATK4.0
bwa-0.5.9,2015-09-30,HG02144,UK1_analysisId_814,HG02144,,1000G-low-coverage-WGS,https://www.nature.com/articles/nature15393,SRR00000814,GATK4.0
